Time(min),Theta(Degrees)
2373.0,131.9769075591439
2373.0,107.01435875632653
2373.0,157.87300527786095
2373.0,98.26482235417308
2373.0,160.38550862672383
2373.0,87.06259266353746
2373.0,28.930832192160807
2373.0,67.3869149333208
2376.0,97.7319645098446
2376.0,169.351786048036
2376.0,160.02104773815492
2376.0,19.352023686655574
2376.0,24.913691644271793
2376.0,19.92824990611174
2376.0,136.2305419686839
2376.0,91.58635437597758
2376.0,52.83410887515358
2376.0,42.49627962435286
2379.0,109.76519858035337
2379.0,107.69232092923171
2379.0,96.99280735140759
2379.0,80.72222660101116
2379.0,77.10578482597367
2379.0,154.2289292412304
2379.0,154.20721930940257
2379.0,92.66230327575794
2379.0,145.02747162467426
2379.0,69.8788788571212
2382.0,8.991247239987725
2382.0,62.26075133588759
2382.0,30.956561366593682
2382.0,90.07501100386932
2382.0,51.35281923244764
2382.0,94.21928621772587
2382.0,139.37154136012734
2382.0,114.01659341803203
2382.0,40.851752726448844
2382.0,23.50645054325832
2385.0,29.21683055883873
2385.0,33.32340248618773
2385.0,179.40763521680913
2385.0,40.64767668294176
2385.0,125.99453703961035
2385.0,150.88487185794366
2385.0,106.32653274772618
2385.0,144.7572481962456
2385.0,147.35995504788798
2385.0,158.1895226413579
2388.0,161.61986352017954
2388.0,171.52299506684375
2388.0,64.52016868163489
2388.0,14.573007804936738
2388.0,48.12200262834408
2388.0,61.864417854603126
2388.0,85.4161967719929
2388.0,8.728846673769086
2388.0,52.1314925925894
2388.0,75.49869878342157
2391.0,49.0965422881235
2391.0,18.267692201665874
2391.0,54.05786565329809
2391.0,94.43182739967068
2391.0,25.365147186276864
2391.0,98.83375929526426
2391.0,32.092865810135415
2391.0,24.059178658138702
2391.0,76.91400001077038
2391.0,62.02430661521855
2394.0,172.65062185474204
2394.0,140.72737487662914
2394.0,99.51946359761266
2394.0,94.51692029296457
2394.0,47.729093822550844
2394.0,17.187124188029212
2394.0,165.00746549593896
2394.0,52.1405485321719
2394.0,104.90797951888752
2394.0,8.84631683859387
2397.0,152.00943210106956
2397.0,132.4864443498302
2397.0,142.57744797313254
2397.0,31.758443383298903
2397.0,37.64840348370948
2397.0,95.99088361075862
2397.0,160.43063754962301
2397.0,126.57732252693064
2397.0,119.07797955379174
2397.0,110.63333704206218
2400.0,111.33161757203106
2400.0,129.62730598890948
2400.0,132.2054938725182
2400.0,121.03247389219402
2400.0,152.13911488079106
2400.0,38.28306021511311
2400.0,139.93649544046036
2400.0,109.99706800823667
2400.0,128.47862106644268
2400.0,173.83179349034785
2400.0,172.0845116485505
2403.0,61.235494181886054
2403.0,53.220161597818546
2403.0,137.31970930622617
2403.0,140.9247096662122
2403.0,9.811238967617525
2403.0,50.794170620846856
2403.0,148.038955652097
2403.0,50.80082850183457
2403.0,86.28172769485704
2403.0,13.818427285452197
2403.0,41.15259595417794
2406.0,29.44101162780517
2406.0,40.20103955208662
2406.0,4.863441178083074
2406.0,125.21381889773892
2406.0,74.48461253024246
2406.0,51.032760704502586
2406.0,162.12145635508594
2406.0,41.649985538574406
2406.0,86.54392201492288
2406.0,15.222049764667673
2406.0,99.643746042981
2409.0,116.06791302405435
2409.0,123.013233248628
2409.0,27.33560151688384
2409.0,13.35485337272503
2409.0,38.58911028901993
2409.0,81.32544433916185
2409.0,73.70684781381057
2409.0,39.544968570149095
2409.0,64.69981953580617
2409.0,131.20129230790351
2409.0,94.55953749443017
2412.0,1.6180984083184267
2412.0,156.34809632845534
2412.0,177.59633981258932
2412.0,111.90326759320972
2412.0,44.60017949146544
2412.0,34.58432559287631
2412.0,98.70128445724525
2412.0,89.54515700081134
2412.0,67.73152194379064
2412.0,19.468494107302956
2412.0,60.967187809339805
2415.0,47.28637205250037
2415.0,114.46341828369113
2415.0,63.67971510573661
2415.0,78.88706207096745
2415.0,5.234116068392983
2415.0,60.91996785863647
2415.0,10.858335550882943
2415.0,93.13565694987192
2415.0,152.9576478323052
2415.0,41.76615480009789
2415.0,39.91754623438007
2418.0,37.51144520837328
2418.0,142.22627030352498
2418.0,148.6422333183611
2418.0,94.0343713828364
2418.0,70.78488894074829
2418.0,11.607307709431256
2418.0,107.81918522539158
2418.0,87.03335824332679
2418.0,57.708344332288945
2418.0,7.570230163848106
2418.0,19.079802975161115
2421.0,137.55160688053223
2421.0,46.02340205755697
2421.0,114.68731548953906
2421.0,104.33118541948645
2421.0,154.29344714388864
2421.0,118.50101754127324
2421.0,38.22621919860249
2421.0,75.09299226790004
2421.0,6.90420456484486
2421.0,24.3386607485637
2421.0,8.12667297491417
2421.0,111.72700001743993
2424.0,87.85227188946024
2424.0,30.90912624615691
2424.0,94.98952609113181
2424.0,179.4499573515158
2424.0,42.73843446599777
2424.0,137.42065815661607
2424.0,160.1107933285479
2424.0,170.43866002844211
2424.0,90.20798931418427
2424.0,80.2836138568804
2424.0,81.31897022929691
2424.0,60.317156803552905
2427.0,25.259789642597784
2427.0,175.64022643071377
2427.0,162.43931257739777
2427.0,59.04091506991438
2427.0,120.95309912648396
2427.0,156.53894698754578
2427.0,69.04666410407509
2427.0,56.730002332397945
2427.0,84.9630109055792
2427.0,84.60898014881921
2427.0,138.20819135181998
2427.0,178.22116041005165
2430.0,22.649972226285826
2430.0,127.61406066627211
2430.0,50.87462895571678
2430.0,134.59707310831493
2430.0,12.185387309953335
2430.0,98.32540919900713
2430.0,146.43638276357376
2430.0,148.5559331288114
2430.0,86.23486091672353
2430.0,170.75856676700207
2430.0,172.45337053218284
2430.0,114.59921984777374
2433.0,21.746617497312723
2433.0,22.357956168152196
2433.0,15.576364495243839
2433.0,170.15937358957092
2433.0,70.79479823021302
2433.0,176.30198695654775
2433.0,108.5942365289152
2433.0,57.31348290055892
2433.0,166.43231760219672
2433.0,119.4908898134137
2433.0,68.40239764150789
2433.0,46.631418383578506
2436.0,90.46919465443769
2436.0,157.267945255692
2436.0,66.05480408642336
2436.0,57.84785645124547
2436.0,174.62841733001295
2436.0,81.09792447049956
2436.0,122.55584767458723
2436.0,9.388240672900668
2436.0,101.31261375544052
2436.0,49.992385955008146
2436.0,3.4624119487282137
2439.0,157.08809232015102
2439.0,101.03049655607502
2439.0,16.68314102237022
2439.0,42.41733167367869
2439.0,126.48418357003506
2439.0,179.8450158724227
2439.0,1.6195989417509737
2439.0,44.70857265420974
2439.0,73.5871484117851
2439.0,107.41833711281237
2439.0,76.6657020162768
2439.0,143.09838451377996
2442.0,149.86827005284363
2442.0,25.804529068987065
2442.0,31.709949314261156
2442.0,2.5729608706296676
2442.0,0.7852733247192821
2442.0,77.434845726898
2442.0,106.51666917779477
2442.0,2.021351200580239
2442.0,15.493442317170215
2442.0,105.90866155228981
2442.0,108.03544043558662
2442.0,106.15603770773626
2445.0,40.43347110246615
2445.0,38.36520279610969
2445.0,21.72850312892136
2445.0,173.66801548697188
2445.0,39.968194122835186
2445.0,92.8811882637397
2445.0,95.7411250058312
2445.0,21.74322460061963
2445.0,33.59970626560222
2445.0,150.5295177304602
2445.0,131.2864511126922
2445.0,158.70612216369457
2448.0,61.15599100819558
2448.0,101.8557241360645
2448.0,102.35226232328843
2448.0,129.09630444839115
2448.0,79.62715537076608
2448.0,57.122437651648596
2448.0,162.87931581254284
2448.0,65.70237882395286
2448.0,167.67011558216572
2448.0,87.8741258586626
2448.0,170.0466640917546
2448.0,50.713270980237105
2451.0,80.83867999143007
2451.0,4.818175302841752
2451.0,153.77554272936078
2451.0,59.572676786939205
2451.0,54.24684068815985
2451.0,86.89026975689701
2451.0,9.05091877528277
2451.0,117.41444882198144
2451.0,31.449745317238357
2451.0,127.95441580402283
2451.0,9.600564734647731
2451.0,39.16971578418847
2451.0,143.13576769949626
2454.0,22.494688038141376
2454.0,82.11714998912637
2454.0,131.52281653782117
2454.0,80.37918823328339
